Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW21,OUT045,1792.7862023952343
FDV34,OUT046,1175.0724496925127
FDS59,OUT049,1747.3288332783607
NCW17,OUT017,2276.7063823170074
NCK54,OUT046,1840.1872475664427
FDG17,OUT019,723.3143104834106
FDG35,OUT017,3057.6379634748996
FDD08,OUT010,-36.66123849536671
NCO07,OUT017,3533.291593012188
FDJ10,OUT010,321.02878144160167
FDW36,OUT017,1687.5378396228195
FDW21,OUT010,252.9794461203565
FDY19,OUT017,2046.2747363258898
DRE03,OUT013,695.4102634069587
NCC55,OUT049,974.1660334384768
FDH52,OUT010,167.23823267111098
FDO09,OUT017,3907.015568604521
FDU43,OUT045,3828.930480326372
FDX09,OUT010,517.1869463885689
FDH40,OUT019,247.06162181739344
FDW58,OUT017,1818.1937206986088
FDC47,OUT017,3971.156672481712
NCR41,OUT035,1689.071782485436
DRG49,OUT035,3998.6302036548072
FDC52,OUT027,3650.4430002576955
FDY13,OUT046,1324.6085922833797
FDY35,OUT013,871.1553671496282
FDI35,OUT017,3120.3556803709425
NCU18,OUT049,2201.631314294931
FDY33,OUT018,2472.393416499776
FDC15,OUT027,3993.1187098258647
FDU01,OUT049,3338.010936100812
NCU42,OUT046,2884.452898652748
NCV29,OUT018,2793.068024556949
NCY30,OUT017,3042.4406874063125
FDQ46,OUT049,2010.3512654395747
FDG58,OUT027,3629.188815880052
FDK33,OUT017,3542.464859023211
NCD07,OUT045,1716.4418218809656
NCX29,OUT027,3714.0593438247597
NCT42,OUT013,2355.4814889224167
DRN59,OUT035,1005.543842211807
FDI44,OUT035,1431.6293801364332
FDA45,OUT049,2334.619660413724
FDP31,OUT045,902.5212402161214
FDY01,OUT046,1816.4426255891783
FDT09,OUT018,1857.3706661208828
DRH03,OUT027,2438.437423325654
FDA36,OUT018,2691.2237202815472
NCF31,OUT017,2237.1332034218726
FDG14,OUT049,2465.8782161532226
FDG28,OUT027,6094.38590748555
FDU14,OUT049,3847.0278020518704
FDY47,OUT019,536.734268191515
FDI56,OUT049,1552.8028125879728
DRD01,OUT013,913.3693204625836
FDM22,OUT046,972.0525970394756
FDH33,OUT013,745.3331334861616
DRZ24,OUT013,2001.4861754295716
NCQ38,OUT046,1680.6912915105727
FDO16,OUT027,2417.6716171362395
FDU07,OUT027,3667.531398026224
NCB07,OUT013,2983.543578517439
FDU48,OUT045,2099.1831930204407
NCM43,OUT045,2612.9118346905966
FDR31,OUT010,494.6381690018096
DRK49,OUT018,599.987691342868
NCI30,OUT010,524.7998977791235
DRD60,OUT017,2881.407746316182
NCG19,OUT046,3159.5065129016175
FDH12,OUT035,1620.2413084099264
FDM32,OUT035,1667.2287842290652
FDM27,OUT035,2450.283055213708
NCU53,OUT027,4043.438463406485
NCQ18,OUT046,1774.174212500062
FDS10,OUT013,2828.5404083250014
FDB33,OUT027,4258.485413725355
FDI12,OUT013,1409.2261391859422
NCW42,OUT013,3302.9879958616243
NCC06,OUT018,1774.9291630205269
FDW02,OUT017,2170.133253723501
NCD43,OUT017,1663.1535977111034
FDM57,OUT018,1129.872143984063
FDA58,OUT017,3569.701159511353
FDK56,OUT046,3082.1064060227645
FDP52,OUT045,3769.314390322216
FDW20,OUT018,1869.7614693053147
FDS52,OUT049,1710.8764732738457
NCT29,OUT018,1890.3635021185128
NCL54,OUT013,2950.5174268463034
FDC05,OUT045,3061.873432640638
FDF34,OUT035,3201.666046754848
FDP03,OUT027,3157.158722164375
FDD32,OUT010,191.38155206863166
FDZ10,OUT045,2233.553362724752
FDZ40,OUT035,1139.5378465581434
FDD51,OUT018,582.2989370319996
NCY30,OUT019,581.3142074903716
FDP58,OUT017,3282.531580696023
FDV49,OUT017,4173.087881320756
FDY24,OUT019,37.319137195412
NCO55,OUT017,1759.414695234389
FDR13,OUT017,1893.8379762302827
FDS51,OUT017,997.0499622454306
FDP26,OUT045,1658.687860727811
NCB54,OUT027,3269.084115266992
FDF32,OUT017,3123.252155753517
FDN31,OUT018,2824.5609725462373
DRM48,OUT017,1019.8363012568308
FDN20,OUT049,2754.4322633372535
DRL01,OUT046,3713.382588532007
FDV56,OUT049,1746.2402184783302
DRH13,OUT027,2802.042392841307
FDA03,OUT017,2433.963029968911
FDF47,OUT027,5493.290132041592
FDX32,OUT046,2416.292493611351
FDX57,OUT049,1649.4074801094584
NCA30,OUT045,2980.6389000863855
FDO49,OUT013,867.0047694763233
FDL04,OUT019,301.7294052111655
DRM48,OUT035,875.9125344639201
FDR16,OUT013,3305.4483483212375
NCC19,OUT018,2701.7125980538976
NCE42,OUT045,3315.106688107205
FDY24,OUT017,1127.6918768160995
FDH19,OUT049,2756.625533749471
FDJ46,OUT013,2862.314980782494
FDN45,OUT010,471.7274979912882
FDY08,OUT035,2142.42904326675
FDZ37,OUT035,1717.909460067589
NCT30,OUT045,899.5530120867468
DRY23,OUT018,590.4906394065941
NCZ30,OUT018,2165.642897313965
FDC44,OUT018,1718.9650435100439
FDB45,OUT035,2018.7022502406176
FDY04,OUT013,2493.3600150696875
FDM27,OUT046,2712.5968145513393
FDZ43,OUT017,4044.336237868724
FDT39,OUT019,533.3383326065679
NCC06,OUT019,508.911989410905
FDL15,OUT027,3649.8223683559063
FDL57,OUT017,4077.987557435455
FDU08,OUT046,1551.9815633927954
FDK40,OUT017,4240.870382208014
FDQ12,OUT010,712.8919560822286
FDS48,OUT017,2389.306685135942
FDP09,OUT045,3278.613839570262
FDW21,OUT049,1816.2238733877873
FDY25,OUT035,3232.2646050036774
DRE13,OUT017,1263.2376050376927
FDV43,OUT019,-47.58235256285171
FDD22,OUT045,1853.335594912295
FDM46,OUT019,259.10815857325827
NCO30,OUT010,530.3610860877659
FDM25,OUT046,2860.725516872635
NCN41,OUT049,2134.9419215264415
FDU24,OUT045,1499.412596870235
FDZ50,OUT046,3177.338982520962
FDP45,OUT013,4030.1956661774825
NCM54,OUT045,2113.7841395546566
FDW10,OUT019,562.2403442390847
FDP20,OUT017,2013.4506595100538
FDK32,OUT046,2425.2662187796673
FDN52,OUT049,1442.603728973854
FDM58,OUT045,1836.3228536027773
FDZ46,OUT027,2899.3505907337462
NCA18,OUT018,1628.7639328724786
FDD35,OUT046,2068.341407278568
NCK31,OUT035,1044.078045937898
FDI40,OUT027,2845.0405283847454
FDT50,OUT019,288.0459063330407
NCT06,OUT046,2613.994043669224
FDT31,OUT035,3054.396037746521
FDT45,OUT049,986.468567153988
FDT13,OUT045,3202.9727418444145
FDO50,OUT045,1497.8651163869336
NCU18,OUT010,351.7761342602442
NCR54,OUT049,3194.0765742910967
NCO18,OUT018,2606.779760193244
FDU09,OUT045,1011.6953855567118
FDT13,OUT018,2728.3310673496317
FDE09,OUT046,1923.7095727897647
NCK53,OUT019,312.8278730250467
FDG45,OUT049,3648.6313769243757
DRH15,OUT035,774.2760319325538
FDO21,OUT019,707.6308827475295
FDD14,OUT027,4769.16796943859
FDC09,OUT046,1718.34363923932
FDH45,OUT027,1559.477692625656
FDV32,OUT046,1101.045369526378
FDG12,OUT035,1873.18839948188
FDS32,OUT013,2117.7036745473006
NCL55,OUT018,3384.367574795086
DRE01,OUT035,4064.8860214332653
DRE15,OUT049,1266.665165003479
NCL42,OUT045,3893.86442092004
FDP31,OUT013,1082.1778728486993
FDN33,OUT018,1377.1454306734483
FDZ59,OUT046,2638.2003476320942
FDE45,OUT010,517.9794112987927
FDJ07,OUT013,1967.6526308854877
FDQ45,OUT018,2886.7756348608555
FDM33,OUT027,5259.2958902071305
FDO15,OUT010,193.0150779985671
FDM46,OUT013,1420.6508688949614
FDR03,OUT045,3341.7000434108504
FDY49,OUT018,2434.604270593206
FDQ60,OUT045,1825.8010722288996
FDW10,OUT049,2704.07002811157
FDO51,OUT049,920.6449230501298
FDJ40,OUT018,1487.0074602014506
FDS20,OUT018,3021.804759768074
FDU45,OUT013,2029.6447257069683
FDV02,OUT035,2826.0500054974723
FDN09,OUT046,3655.162327971558
NCM55,OUT027,4875.349069605536
FDN23,OUT018,2177.7444173570548
FDY31,OUT010,565.8689991834527
FDW03,OUT010,241.68034532771193
FDD14,OUT046,2943.4257338244574
FDV23,OUT017,2096.8410259929387
DRI03,OUT045,2756.246543599548
FDN13,OUT035,1643.2716799779037
FDF45,OUT027,1961.0484219048242
FDU46,OUT035,1498.6961837080605
FDB57,OUT049,3923.1438791405344
FDV12,OUT049,1698.6504090744263
FDQ58,OUT013,2471.5211603674898
NCA18,OUT017,1912.092032223505
FDH52,OUT049,1055.6965251106199
FDM24,OUT018,2084.0964561271844
NCP43,OUT027,4554.367753578467
NCO18,OUT019,583.3663213919223
FDM32,OUT017,1478.7006840045901
NCL07,OUT017,740.9594242484974
FDK03,OUT013,4437.415539823276
FDP59,OUT017,1645.6065597700606
FDQ24,OUT049,3882.178905724379
FDQ16,OUT018,1537.8827819015196
FDU44,OUT013,2567.43343745531
FDH28,OUT010,-36.75070051191644
FDV28,OUT019,-71.98663110839438
FDM22,OUT045,1005.1817989045961
FDR56,OUT046,3051.299631424612
FDV39,OUT049,3257.7094232657573
FDU37,OUT019,225.2676275833499
FDQ11,OUT010,711.0506412016026
FDX02,OUT045,3648.9408490861424
NCS42,OUT018,1399.1785177973607
FDY57,OUT027,2741.7335330244023
FDB21,OUT049,4203.303780585992
FDE28,OUT017,3782.4999719039342
FDQ55,OUT017,2014.7185828822305
FDA48,OUT049,3612.85666346806
FDZ19,OUT045,2822.1158896918787
NCC43,OUT045,3632.0562122615565
NCV18,OUT046,1699.2631768350975
NCA42,OUT018,2163.495341085116
FDY45,OUT046,3775.2437964412047
NCC30,OUT045,2716.732290458635
FDM57,OUT013,1454.932767440343
FDL09,OUT010,366.2114398389011
FDB09,OUT027,3236.759623783081
FDT44,OUT035,1982.7212547067325
NCT06,OUT027,3982.01286530909
FDX26,OUT049,3236.0385906836696
FDK32,OUT013,2366.790691054848
DRA12,OUT046,1926.968757107385
FDO46,OUT010,563.6006878917173
FDE52,OUT013,1425.5782880737347
NCH42,OUT045,3805.7460235129256
FDV08,OUT035,823.3656493187061
FDB47,OUT018,2975.355512743874
FDC28,OUT010,259.22350757223256
FDD22,OUT046,1927.8899908121175
FDS07,OUT027,3172.1454841332243
DRI13,OUT045,3208.818554397696
FDG32,OUT018,3257.597587249293
FDU14,OUT017,3955.270700986724
FDD28,OUT019,83.33804784131047
NCP41,OUT017,1864.3629128042348
FDS08,OUT049,2740.1886414179503
FDX47,OUT045,2526.4430504064217
FDC53,OUT019,355.2603290545584
FDQ19,OUT035,3920.5713560837135
FDL14,OUT045,2401.9821504122037
FDM33,OUT019,598.6611561333602
FDA51,OUT045,1860.2557948627066
FDZ27,OUT018,551.1971552256626
FDT04,OUT046,755.0809196459163
DRC13,OUT049,1991.1841657097775
FDR16,OUT027,5068.6332887354865
FDQ03,OUT027,6474.584408294293
FDE38,OUT035,2774.8401482206095
DRH23,OUT027,1769.0033336928095
FDT11,OUT019,636.2535765767705
FDD09,OUT035,3222.038608185673
FDR40,OUT045,1441.5319130401933
FDX07,OUT017,3231.286238553601
FDR07,OUT035,1721.974917230975
FDA51,OUT017,1890.6122557852855
FDT59,OUT019,762.172071712338
FDF20,OUT017,3065.9580226856624
FDR13,OUT045,1939.9221312727504
FDY26,OUT049,3723.030168791573
FDW04,OUT017,2078.9005212844545
FDK52,OUT017,3748.7083487749865
FDN60,OUT049,2638.0138175338325
FDM09,OUT019,548.0254115439288
FDP46,OUT049,1551.4731391629994
FDB50,OUT019,199.04119008438838
NCQ29,OUT049,3816.94328446594
FDP16,OUT027,6380.610268661035
FDX33,OUT018,2387.457464602866
FDP07,OUT010,585.5677580212626
FDN22,OUT046,3512.600268849684
FDF39,OUT049,4020.0548644818678
FDS21,OUT017,1138.3075332330297
NCM42,OUT013,1675.6482553605442
FDK50,OUT019,552.7159847963884
DRF13,OUT027,3825.856014536042
FDH35,OUT018,2277.220651591755
FDP60,OUT018,1501.8535858936395
DRJ49,OUT027,3041.4069385830644
NCT42,OUT019,534.2340491246957
FDE38,OUT049,2804.989296226022
FDI04,OUT049,3266.1358416284756
NCH54,OUT045,2565.7699037922357
FDT56,OUT049,1014.7655698505404
DRD15,OUT018,3030.6543369491533
FDV58,OUT013,2788.810180796913
FDP21,OUT049,3365.3196946395155
FDH05,OUT013,3856.5505913807615
FDR10,OUT027,3943.9996599223705
NCP06,OUT045,2215.921759031115
FDF33,OUT049,1952.2861077816028
DRK37,OUT013,3389.2874736691815
DRH49,OUT045,1283.9515629139148
FDT58,OUT013,2693.826703573235
FDD41,OUT018,1471.3275616042677
FDP40,OUT018,1769.2655710187614
FDM51,OUT027,2763.858710144503
FDO45,OUT010,207.84057756402012
FDW33,OUT010,246.23970283555752
FDY24,OUT045,1178.4547989664334
FDB10,OUT010,578.8165901872562
FDM40,OUT035,2094.841754232134
NCI06,OUT017,2934.8747106303786
FDW12,OUT019,530.327156427783
FDX48,OUT027,3824.273417799699
NCW05,OUT027,2587.980915940478
FDX27,OUT017,1550.5387536409257
DRM37,OUT045,3287.3393574936094
FDA38,OUT045,3881.931817295455
FDR36,OUT046,634.5920361879301
FDZ45,OUT046,3160.461746761248
FDG05,OUT017,2543.9682638652425
FDK28,OUT013,4014.5776039027155
FDV47,OUT045,1396.6232464543516
FDN21,OUT045,2558.9976495401393
FDP20,OUT027,3224.413236850459
FDI35,OUT045,3019.708332444261
DRY23,OUT013,771.6911415783036
FDA56,OUT017,2216.5429946584236
FDB09,OUT013,2146.784175771459
NCO26,OUT027,2963.283587546137
FDQ49,OUT018,2364.2781178542687
FDI52,OUT027,3180.062918268754
FDZ44,OUT027,3156.2096240696515
FDZ09,OUT018,2272.8616354228043
FDY03,OUT049,1968.6393861005868
NCG42,OUT017,2051.3509972212296
DRI13,OUT027,5441.8049521027915
FDQ32,OUT013,2102.808367888887
FDW16,OUT035,1582.0888843773516
FDU27,OUT046,766.3283633955871
FDR28,OUT010,568.0005002329904
FDQ49,OUT010,583.8277741262154
FDS37,OUT046,1915.717642353755
FDW26,OUT018,2971.4077743385783
FDX12,OUT018,3498.1127595894836
NCP06,OUT013,2303.0960824466893
FDW45,OUT010,495.79754614060283
NCN30,OUT049,1619.9441688897673
FDN24,OUT049,908.0337269125765
NCL41,OUT027,1415.4918325961148
FDR02,OUT019,326.1558654908482
FDD09,OUT010,588.2414516262153
FDS33,OUT010,206.07707889088158
FDU22,OUT045,2016.2260058369734
FDI53,OUT013,2455.188812656769
DRH01,OUT049,2722.6921111563397
FDX32,OUT013,2187.3852459984087
NCP30,OUT018,504.42944745170456
FDB60,OUT045,3074.2349410365487
FDB14,OUT049,1627.8819147538509
NCP02,OUT035,1129.6062440645564
FDJ10,OUT017,2134.8034863165612
FDG34,OUT046,1717.1931941793077
NCB18,OUT017,1385.4435086584601
FDM16,OUT049,1233.5213977942785
FDW25,OUT018,1436.3848509246861
FDB35,OUT010,217.97138280938734
DRN11,OUT013,2084.9728645868045
FDF41,OUT019,517.5255024338272
FDH16,OUT045,1376.4002925054817
NCQ50,OUT018,3222.9833592270497
DRH23,OUT018,771.2101069566419
DRJ37,OUT013,2460.2734678614474
DRJ24,OUT027,4883.40660551785
FDY16,OUT035,3465.378247046051
FDQ27,OUT045,1857.3182776906467
FDZ33,OUT045,2497.686486098591
FDF29,OUT045,2108.3129432756286
FDA08,OUT049,2607.6586297101803
FDG31,OUT046,1074.8964199486682
FDE34,OUT019,843.9607791056175
NCR30,OUT027,2081.705207731577
FDV33,OUT035,3852.9137593634046
DRZ24,OUT018,1884.83420918513
NCL54,OUT035,3017.6701015213503
FDR12,OUT049,2793.069002140063
NCC54,OUT046,3576.4728954234124
DRN59,OUT013,1017.5158135379313
FDX50,OUT019,342.81742760078924
FDV31,OUT027,4618.0507826269395
NCA29,OUT027,4538.014494888125
FDW60,OUT049,3010.691361805014
FDX08,OUT017,3309.4521148407516
DRD49,OUT013,3721.9918227032863
FDD33,OUT046,3383.124094058121
FDW35,OUT013,750.8196935665521
FDJ36,OUT017,1653.1055895353236
FDV51,OUT035,2839.441838796706
FDW36,OUT046,1697.0089117021687
FDH35,OUT046,2584.45204245958
NCS30,OUT027,3202.817966814468
FDN49,OUT017,732.1536521875657
FDL08,OUT018,3362.1472945788446
FDI09,OUT013,3743.409990916522
FDP19,OUT018,1880.2768095397448
FDU21,OUT010,-36.24910193827453
NCP41,OUT045,1698.424889525962
FDY10,OUT013,1921.3876455704656
FDP12,OUT018,589.6200613229987
NCN26,OUT049,2043.8240178784567
FDK44,OUT013,2764.634766987781
FDC28,OUT049,1742.19811980036
FDJ41,OUT027,6032.1510278166015
NCT29,OUT035,2222.4242907605876
NCH42,OUT019,756.6748774791189
FDU60,OUT018,2484.9514814075696
FDS02,OUT045,3061.3056809739046
FDC51,OUT046,2078.704807520358
FDU03,OUT013,3144.542750115059
FDX39,OUT045,3404.4400463844495
NCY05,OUT010,-33.626790851111096
NCL06,OUT027,6044.219719311588
FDD32,OUT035,1558.2089461072978
NCN41,OUT045,2076.189635428681
NCX53,OUT049,2212.223430217488
FDU57,OUT019,522.7718223503106
FDQ23,OUT046,1688.9005734417751
FDQ52,OUT045,3970.31969255159
FDC14,OUT045,772.1673591509061
FDY09,OUT035,3001.8062179109315
FDQ28,OUT045,2602.1681975861093
FDV25,OUT046,3320.8859085551935
FDJ07,OUT035,1936.522732357364
DRB25,OUT049,1552.6536992101505
FDK52,OUT019,642.1191294152208
FDY52,OUT027,2151.5501084584066
FDB28,OUT046,3048.747232215045
FDT36,OUT035,652.3974001913111
FDV25,OUT017,3518.6174090152977
NCN07,OUT027,3108.6398195774536
FDC57,OUT017,2997.0247921734635
FDQ03,OUT018,3144.7509388271155
FDU23,OUT017,2825.2697279290487
NCX41,OUT035,3511.870090633134
NCD06,OUT035,954.6773439517392
FDW08,OUT045,1677.4269686260861
NCU29,OUT017,2539.686699079019
NCE06,OUT013,2401.003080888721
FDV52,OUT010,277.61893685232565
FDB02,OUT017,2874.8689735460616
NCR18,OUT045,807.5337160380022
FDK16,OUT049,1620.587891638705
NCQ29,OUT010,641.5006416616825
FDZ01,OUT019,364.6849237025216
FDW27,OUT035,2346.0191388786743
FDD17,OUT018,3401.9566479976556
FDW39,OUT013,2828.550622392249
DRH59,OUT045,1113.2105030046641
FDS52,OUT013,1751.2067241001787
FDU40,OUT027,4853.558822387111
NCF54,OUT013,2761.8204366166106
FDH46,OUT045,1649.769519190148
NCP14,OUT049,1785.16790908377
FDH50,OUT049,3255.0949195265707
DRF15,OUT010,473.7223704355199
FDV27,OUT027,2352.4152681180385
NCJ06,OUT049,1993.5675099512614
FDN02,OUT018,3052.1152067101693
FDQ51,OUT049,913.3480794009303
FDQ07,OUT017,3665.440260244906
FDS45,OUT049,1804.923185269707
NCJ06,OUT045,1928.86206684206
FDD36,OUT035,2202.2645006563625
FDY25,OUT045,3490.280012808748
FDU52,OUT046,2489.614435769253
DRK47,OUT017,3737.071263567965
NCL30,OUT017,2147.5641213193776
FDN22,OUT035,3881.4299766319978
NCF30,OUT027,3243.4086273554863
FDK03,OUT035,4112.721091215535
FDT45,OUT017,1097.7079199851448
